id,text,polarization
en_e0159642973142eb761311f3c3e19644,ken paxton lawyers test limits of impeachment trial gag,0
en_a3a0b82a1b032383d148423180d487b1,stress eating chip bcos might be deportation,0
en_a7beb0cb3b45eb18195c4558a1fcbc03,and as far as your gun control chicago knows gun control,0
en_c6ebb951ef821ea005953dd97ca00dbd,just wanna be like this today but capitalism calls,1
en_6ec73815008494b8c48125690dc5e6dc,im not from the west bank but thx,0
en_f2ea0f32f81f787efe7707a1aecdc81f,some us and world leaders call for ceasefire,0
en_d0a803926140830180cd064ef33fe636,well see how this story ends theres a considerable number of people in congress trying to get him off so he can be a candidate in pressure from trumpism will add to that hopefully the charges stick,1
en_f304a2211ae5d9cb51963a38d2129c40,chipley garden club installs new officers,0
en_f7093974402332b8392642f10b2884cb,nc gop overturns cooper vetoes as top democrat,0
en_0bd7286f79e4e0d1ea86c31367b78204,a jewish state was created because no one else wanted them this is why zionism and naziism are the same disease,1
en_1b27f344c32ac7e609d6e76a9c0dd07e,the us is preparing military aid package for india weapons package also seen as aiding us stance with china,0
en_0f98180911adcb472706e4af0500b82b,hamas and the american left the jewish,0
en_6df8d3af2bc2742822d53fbc8e1ff488,was this an illegal purchase by an illegal immigration just asking question,1
en_1fa75a8257b44cc58668cf6f8436cf3f,stand with ukraine against russian aggression,0
en_775a9a6d08629b6d002517735295eea6,you forgot about indoctrinations kids with gender ideology and transing kids,1
en_89112795002fbddcc1a174c2d29ad631,so how is this migrant crisis affecting you,0
en_5da8620375d7c872d69cea61cd6b34fc,the italian dictator benito mussolini a former socialist described fascism as a retreat from the possible to the probable he claimed that corporatism is the only viable form of socialism there is no substantial difference between fascism and socialism with chinese characteristics,0
en_0e49858a27536c93bd29e5c00bbfe5e3,zelensky sign up with putin,1
en_17dcc498c4fd1d7c4d299b26dd7a5019,trump sees putins ukraine invasion and wants to invade our neighbors,1
en_015229c8af30bf04d508b4b1cbe7465b,thats red states for you blame others,1
en_e60dfda8a2be375fe8837394a5f5cd28,geoff duncan talks gop and bipartisanshipthe red black,0
en_6404b881e98d777ec1a44ae5f2ebd179,voter suppression there i fixed it for you,1
en_e2995599f98de30083bd70f29dca6ec1,thats what the electoral college does,0
en_7b6b78f655b88bdedd97b589d51cc8e8,the us senate voted for nato expansion,0
en_17d32431d0fccf2507173d5b3da951df,hearing set for sanctions motion in west virginia foster,0
en_b1493ef1e1a5e3109d8a211a28283ee8,dem bill would hold west bank settlers accountable for violence doubt it,0
en_7f55d9f8da0a4238293f02b469f27b5b,we need more radical left tweeps following this account,1
en_a061539ace9afd220b62cd57e9090d3d,iowa gop caucus train begins to roll without trump,0
en_1be148b0490047fb6702b3a0548c6d10,an appropriate comment about illegal immigration peace,0
en_01bd301adaac4183f149a178ef587944,indict unrest martial law no more electoral college,1
en_73b6ecd8f2931a72417b73ca8705dc91,advice for vegans by a vegan,0
en_1af0cb8399a3d246fc5ad4b471bec4c7,even a low iq knows was elected fraudulently on november rd rigged election,1
en_16915219f3cc837b82d9e5958adf3180,perhaps if we call it the war of russian aggression the southern gop will get behind supporting ukraine,1
en_75da437b634b3884aeb0f4d8fcd3797b,can impeachment start this soon he needs to be removed from office,1
en_aa02c90406aa8f10e79d997896fd7261,think we will have another pandemic and impeachment at the end of his regime,0
en_f0296bd997ff08908b60b986354b8acd,democrats plan to nominate biden by virtual,0
en_3f9aecd03b7580166b29505dac55aef7,he would have but the stolen election had consequences,1
en_eaf6fa0340c41ab8d976f7e3353c445c,when are the truckers going to the southern boarder and stop illegal immigration,1
en_5c91584f353857892336a27d7eb28887,texas girl takes own life after bullying over immigration status mom says huffpost,0
en_5a3c9a5661a0649e5fb8584b10164923,most likely gop caucusgoers think trump won,0
en_ebe93f5af1e9a86ade25bc02a69a580b,this is not an israeli genocide this is an israeliamericaneuropean genocide,1
en_e0f91f758929303eeec51db25c4e84b0,its a gaza typa night worldboss,0
en_27a0552e04ab2f4829973ee920bd01d4,orphans in gaza disagree with this thanks joe biden,1
en_d74875eb103527863b15c9389bb6ab0e,texas republicans target climate science in textbooks,0
en_a2462099fdf64cf5139fee65e4f1571b,public school kids in blue states are still in masks,0
en_4467decd204af9d9944086e0934aea20,time for ukraine to receive the iron dome now,1
en_67b71772937b16c9480050a767a28980,st rule of nationalism andhbhakti,1
en_07d2c00bc32a0420430221c8b3418231,ukraine remains resilient in face of russian war crimes,0
en_e2b4eab020a4198612aac8f7701753d9,those of us stuck in red states would appreciate a few tunnels at the borders,0
en_79193c5cd1384d90d8b8615d434674d6,healthy propaganda healing propaganda turningliberating propaganda change materialsurfaceexchange the a change exchange,1
en_f95325fd9404bc49f3bf7bfd15609c52,i agree take back the blue states first,1
en_633a55964000cf23bbdd893159b68636,arresting donald trump could be great for dwac,0
en_47e26f4f4fc6dc443ed515b4791ae156,donald trump rally at erie insurance,0
en_d99b1bb349484940f893a0e0204c68c3,nationalism has ruined this ummah,1
en_bb59220a3aa0c5b1770306f99c847998,is there even one case of adjudicated voter suppression,0
en_ef1f45acd3f805d551e07d6311e043ef,liberals are snakes with shifting beliefs how do you a complete on border security,1
en_8793d1c1b144f62d5bc7bf9434077e0a,flyer of hamas hostage placed outside muslim prayer room,1
en_f71fffd94bc9ac24569afd542918871c,did not have agreeing with mike pence and steve bannon on my bingo card,0
en_20a55fe4904b5b20e8acc87d0d0fd416,the radical left is cancelling jesus christian ultramaga letsgobrandon jesusislord,1
en_4fd1d113e76cc21ca72ea3af8dc2af41,a west bank pizza restaurant mocked holocaust survivor taken,0
en_b2164bdfa9ffdbb26f1ee5e8e514a585,today is the day welcome to fascist america,1
en_985c4c70fa73e26613a9437d35c5efff,zelenskyy hosts eu official von der leyen as russian,0
en_089ace255b5561d11c14e23c83848e4d,the electoral college needs to end,0
en_efa1a7c991e7e6a594e8aa9628d28c6e,trumpwasrightabouteverything voterfraud is real voteridnow stopped rigged elections,1
en_5214fc67831063db2869c3760ccc1e74,capitalism is just fascism in a business suit,1
en_5331a0f08ef2aaefdb78131395ccb1e9,orange felon should be considered an enemy of the people,1
en_b25133be4d92d05ff767a0d72a97da9a,aje ioscob c the jewish state as it defines itself has committed unimaginable war crimes and has violated countless international laws and it has managed to get away with all these crimes thanks to unlimited support provided by the colonial west aje ioscob c,1
en_4192ac1bb2b4e82572826b7c8659a73e,say it with me marge defund the police,1
en_9ebab2cbe16c4dabe625fb9520a1ab97,now they choose glenn an extreme right winger masquerading as a libertarian something or other,1
en_213603c585622c3815c679a6772cba38,religionandpolitics folks are wrestling with what christian nationalism actually entails heres my attempt to wade into that debate religioninpublic blog i,0
en_48fd4261bd4a76099755cda4e0065f2c,cant wait to watch this episode of border security,0
en_3b09558d9e977c4c958c8d175e3cc121,million ukrainian refugees would be million us refugees adjusting for population,0
en_b162fc3dadd948f3131b20bec13b8192,shock as country conducting brutal military occupation refuses to oppose other country conducting brutal military occupation,1
en_7c13c1ab2ccfb302056bf3109f86b3ed,did we hit full fascist yet it feels full fascist,1
en_c7373f079e51a14615cc95f52c9c4678,recognizing fake news now a required subject,0
en_bbf1796e007dae07d3893baf7cd345f7,democrats meet for dinner ahead of municipal electionsmadison courier,0
en_7cea485531b00c940121a52db58fd1eb,so a x reduction in support is proof of the need for denazification makes sense,0
en_f77eca7bb7605ea3df8bc27a3b2c88ab,everyone who watches fox news apparently,1
en_c19215e6c76d4986cb7a6c3fba9b3d57,should we abolish the electoral college,0
en_f53d0e0832e897a06bc3794e21487708,blue states are flailing bring it,0
en_3885745e6aa811eda4f1ae11108266d8,stop russian aggression against ukraine stopputin stoprussia,0
en_8f6bc89faf14d30742b68e24181c40ac,israel and russia netanyahu and putin genocidal and ethnic genocide ethniccleansing,1
en_719a45bb3aff7ece2df48316c27abb81,rally at nebraska union in response to israelhamas warthe daily nebraskan,0
en_bb7b41ffa6c56b52f8bbeb21a4c7aa77,enemy of the people was a phrase coined and used during the stalinist show trials in the soviet union it has no place in a democratic society,0
en_cab02e0698cc8dcec161628a7cc2729f,zelensky to meet with leaders to discuss ukraines future,0
en_f75ce6734d57b25d0fdafe7fb79c7ada,young israel of woodmere honors those taken by hamasherald community newspapers,0
en_9167575268fa9a32a7643c02172a3109,you know that trump did everything he could to withhold military aid to ukraine right,1
en_8cc408e01057cf0e980eabb4fb0ec2d9,quasim rashid pres carter relentlessly advocated for palestine against israels illegal military occupation i wrote about pres carters calls for justice for palestine,1
en_717cb48d5903b4b2f961c5b10da2a7a8,he was born into sa apartheid state its what he knows and believes in buckle up,1
en_1ff36871ffd032a09b925b9f927edc9a,whos voter registration will let notley increase transgender carbon footprint in ahs until we can deenergize lgbtq fornication clubs yyc,1
en_0cb41edd908a46643f8bc952b6128a23,looks like the cpc is trying to take down the gatekeepers i will have my gospel group pray for defundthepolice,1
en_56385f6a1974b0546b183ac582ae71e3,its populism dan the same populism that the confused sex yeti and his minions parroted to get brexit done,1
en_93112d0c8d5ba7c30fd31e0056329a72,bryan smith elected as idaho gop,0
en_a8cde7452c5d24c0b88d8e3ff19a4b1f,middle east crisis live israel says it will maintain security control of gaza after war israelgaza war,0
en_918bece14225ff071dcd3f6548d61a2d,there arent any moderate republicans,1
en_10c4f72a4c5a55f3546ba83074d11c87,israeli expats plan to protest netanyahu at u n atlanta jewish,0
en_6d24f054f447994fc6c9517bb5464b13,watching the snow fall today theres just no way each snowflake is unique yeg alberta,0
en_9d9614628ed4ad0adfafbbf1439bc54e,where was jesus born in bethlehem where is bethlehem in the west bank where is the west bank in palestine now shut up robert you clearly have a lot of self educating to do,0
en_ad62e071de40b37c3e44fd349722b7b5,tell us about the election fraud scandal,1
en_4464a77d7e04bef95e9eca318b251bc9,cwru community walks out on universitys israelhamas war,0
en_b0753f1ec1ef2667ee432b008c851dd1,i do not care about voter suppression in the slightest,1
en_d73e7276783ef21329d39ec07851e54f,im sorry kamala i didnt call chairman xi fast enough to send votes to critical swing states,1
en_63d57ac3aeb5da49d41bc1d4e1248e21,its called lies and spread propaganda,1
en_af7ac6e68d6c1bb712317895693e80f8,biden announces nearly us b in military aid for ukraine,0
en_4f925ed9cc4dd466aa8aa729ac404365,propaganda proppropaganda i have a feeling im not alone propaganda proppropaganda dont believe anything you see or hear,0
en_0a031568267e73678a60ba981a0c278a,daley a supplemented with chemically synthesized taurine and other voter registration measures that,0
en_4e7d07f9a4bab9ff19d37ebb353b4ef1,all of this that is happening now is part of the plan remember in the last months before november th trump was telling them at his rallies i dont need your votes now why would he say that its almost like musk and co had arranged the outcome of the swing states,1
en_6a0c114445f0f1a6167a1eec094fa2ed,liberals have no desire to fight fascism they prefer it to socialism,1
en_aa3d90eb9cb6bd84a23509f2a1f55570,they also saved ukrainian nazis to use in order to nazify ukraine in project aerodynamic,1
en_63bce3705d487f905c0b5a3eb09076d7,evangelical christians are more dangerous to a stable jewish state than anyone else change my mind,1
en_3be0e37075118b7ece8ca3a8e6d6f1aa,socialist marxist thats the administration marxistsocialist embedded in fbi doj,1
en_7953dfebfb9ad975507431cf422b5663,mike pence has some tough words for gop,0
en_3cf27a87666c76b6dc31dd0e0e5dbeea,starting to think the ukraine invasion is worse than jan,1
en_5d9b751c980d2332323453dd05a3dd90,november heres the proof it wasnt joe biden,0
en_04a3c390481a0f270b62be8056a709e6,and im wondering how hes getting away with interfering with us commerce with his border security,1
en_85d03046ca975b7756e569ce5d51840e,crean fake news sobre muerte de jennifer,0
en_64c7eff8e993d9330220b02e4d200be4,how superstars are silently propagating extreme right wing politics through their movies,1
en_5288c08a190e5c04022c0f8e0476b457,nc house republicans unite behind destin hall as next,0
en_13e3b67f57274fe6c32e87dca05448b1,isnt the implied position not pro education and not anti immigration,0
en_d0d19fbac8b2e5f86c8b13d6a94f1f57,election fraud of no id voting,0
en_79f3080dd8c641c889329aa84fe483fc,republicans republicans are the ones doing all this,1
en_c8c22093b5ae0037619a2ff6ae743a9c,this is nationalism it is nothing less and never should be called christianity these politicians have coopted jesus teachings truly disgusting,1
en_6a8ac0bc70d55c883e6f8aae5aa04f2e,yes this is what i want to see on msnbc,0
